,rank,rank_last_week,weeks_on_list,asterisk,dagger,primary_isbn10,primary_isbn13,publisher,description,price,title,author,contributor,contributor_note,book_image,book_image_width,book_image_height,amazon_product_url,age_group,book_review_link,first_chapter_link,sunday_review_link,article_chapter_link,isbns,buy_links,book_uri,List Name
0,1,0,0,0,0,0316017930,9780316017930,"Back Bay/Little, Brown",Why some people succeed — it has to do with luck and opportunities as well as talent.,0.0,OUTLIERS,Malcolm Gladwell,by Malcolm Gladwell,,https://storage.googleapis.com/du-prd/books/images/9780316017930.jpg,184,280,http://www.amazon.com/Outliers-Story-Success-Malcolm-Gladwell/dp/0316017930?tag=NYTBSREV-20,,https://www.nytimes.com/2008/11/18/books/18kaku.html,,https://www.nytimes.com/2008/11/30/books/review/Leonhardt-t.html,,"[{'isbn10': '0316017922', 'isbn13': '9780316017923'}, {'isbn10': '0316040347', 'isbn13': '9780316040341'}, {'isbn10': '0316017930', 'isbn13': '9780316017930'}, {'isbn10': '1600243916', 'isbn13': '9781600243912'}, {'isbn10': '031602497X', 'isbn13': '9780316024976'}, {'isbn10': '1600243924', 'isbn13': '9781600243929'}, {'isbn10': '0606324275', 'isbn13': '9780606324274'}, {'isbn10': '1611133440', 'isbn13': '9781611133448'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/Outliers-Story-Success-Malcolm-Gladwell/dp/0316017930?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780316017930?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780316017930'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FOUTLIERS%2FMalcolm%2BGladwell%2F9780316017930'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780316017930'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780316017930?aff=NYT'}]",nyt://book/f91e18c2-0d6a-55fb-962e-f09204a77836,Paperback Business Books
1,2,0,0,0,0,0374533555,9780374533557,"Farrar, Straus & Giroux",The winner of the Nobel in economic science discusses how we make choices in business and personal life.,0.0,"THINKING, FAST AND SLOW",Daniel Kahneman,by Daniel Kahneman,,https://storage.googleapis.com/du-prd/books/images/9781429969352.jpg,330,490,http://www.amazon.com/Thinking-Fast-Slow-Daniel-Kahneman-ebook/dp/B00555X8OA?tag=NYTBSREV-20,,https://www.nytimes.com/2011/11/27/books/review/thinking-fast-and-slow-by-daniel-kahneman-book-review.html,,https://www.nytimes.com/2011/11/27/books/review/thinking-fast-and-slow-by-daniel-kahneman-book-review.html,,"[{'isbn10': '0374275637', 'isbn13': '9780374275631'}, {'isbn10': '0739357980', 'isbn13': '9780739357989'}, {'isbn10': '0374533555', 'isbn13': '9780374533557'}, {'isbn10': '0606275649', 'isbn13': '9780606275644'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/Thinking-Fast-Slow-Daniel-Kahneman-ebook/dp/B00555X8OA?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780374533557?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780374533557'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHINKING%252C%2BFAST%2BAND%2BSLOW%2FDaniel%2BKahneman%2F9780374533557'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780374533557'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780374533557?aff=NYT'}]",nyt://book/1e1ffccd-d526-5154-84de-1628b31454e9,Paperback Business Books
2,3,0,0,0,0,1451648545,9781451648546,Simon & Schuster,"A biography of the entrepreneur, based on 40 interviews with Jobs conducted over two years.",0.0,STEVE JOBS,Walter Isaacson,by Walter Isaacson,,https://storage.googleapis.com/du-prd/books/images/9781451648553.jpg,325,495,http://www.amazon.com/Steve-Jobs-Walter-Isaacson-ebook/dp/B004W2UBYW?tag=NYTBSREV-20,,https://www.nytimes.com/2011/10/22/books/steve-jobs-by-walter-isaacson-review.html,,,,"[{'isbn10': '1451648537', 'isbn13': '9781451648539'}, {'isbn10': '1451648553', 'isbn13': '9781451648553'}, {'isbn10': '1442346272', 'isbn13': '9781442346277'}, {'isbn10': '1442346949', 'isbn13': '9781442346949'}, {'isbn10': '1410445224', 'isbn13': '9781410445223'}, {'isbn10': '030795028X', 'isbn13': '9780307950284'}, {'isbn10': '1408703742', 'isbn13': '9781408703748'}, {'isbn10': '1451648545', 'isbn13': '9781451648546'}, {'isbn10': '1594136793', 'isbn13': '9781594136795'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/Steve-Jobs-Walter-Isaacson-ebook/dp/B004W2UBYW?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781451648546?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781451648546'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FSTEVE%2BJOBS%2FWalter%2BIsaacson%2F9781451648546'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781451648546'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781451648546?aff=NYT'}]",nyt://book/a5c2dc35-d959-5adc-b5b1-062b25a0a8d0,Paperback Business Books
3,4,0,0,0,0,1118759672,9781118759677,Wiley,How to increase your business’s Web site profits.,0.0,CONVERT EVERY CLICK,Benji Rabhan,by Benji Rabhan,,https://storage.googleapis.com/du-prd/books/images/9781118759677.jpg,328,495,http://www.amazon.com/Convert-Every-Click-Conversion-Optimization/dp/1118759672?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1118759672', 'isbn13': '9781118759677'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/Convert-Every-Click-Conversion-Optimization/dp/1118759672?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781118759677?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781118759677'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FCONVERT%2BEVERY%2BCLICK%2FBenji%2BRabhan%2F9781118759677'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781118759677'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781118759677?aff=NYT'}]",nyt://book/986ea365-fcc8-5226-85a2-c68b025aad5c,Paperback Business Books
4,5,0,0,0,0,0316346624,9780316346627,Back Bay/Little Brown,How and why certain products and ideas become fads.,0.0,TIPPING POINT,Malcolm Gladwell,by Malcolm Gladwell,,https://storage.googleapis.com/du-prd/books/images/9780759574731.jpg,330,440,http://www.amazon.com/The-Tipping-Point-Little-Difference-ebook/dp/B000OT8GD0?tag=NYTBSREV-20,,https://www.nytimes.com/2000/02/28/books/books-of-the-times-how-ideas-can-be-seriously-infectious-consider-paul-revere.html,,https://www.nytimes.com/books/00/03/05/reviews/000305.05wolfet.html,,"[{'isbn10': '0316346624', 'isbn13': '9780316346627'}, {'isbn10': '0759574731', 'isbn13': '9780759574731'}, {'isbn10': '0759574707', 'isbn13': '9780759574700'}, {'isbn10': '0316316962', 'isbn13': '9780316316965'}, {'isbn10': '1600240054', 'isbn13': '9781600240058'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/The-Tipping-Point-Little-Difference-ebook/dp/B000OT8GD0?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780316346627?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780316346627'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTIPPING%2BPOINT%2FMalcolm%2BGladwell%2F9780316346627'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780316346627'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780316346627?aff=NYT'}]",nyt://book/b357bfbc-9991-5c86-9fa9-3c8a1b28fafd,Paperback Business Books
5,6,0,0,0,0,030794834X,9780307948342,Anchor,A veteran of the hotel industry offers an inside look at the not-always-savory tricks of the trade.,0.0,HEADS IN BEDS,Jacob Tomsky,by Jacob Tomsky,,https://storage.googleapis.com/du-prd/books/images/9780385535649.jpg,128,193,http://www.amazon.com/Heads-Beds-Reckless-So-Called-Hospitality/dp/030794834X?tag=NYTBSREV-20,,,,https://www.nytimes.com/2012/12/02/books/review/heads-in-beds-by-jacob-tomsky.html,,"[{'isbn10': '0385535635', 'isbn13': '9780385535632'}, {'isbn10': '0385535643', 'isbn13': '9780385535649'}, {'isbn10': '030794834X', 'isbn13': '9780307948342'}, {'isbn10': '1101973749', 'isbn13': '9781101973745'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/Heads-Beds-Reckless-So-Called-Hospitality/dp/030794834X?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780307948342?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780307948342'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FHEADS%2BIN%2BBEDS%2FJacob%2BTomsky%2F9780307948342'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780307948342'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780307948342?aff=NYT'}]",nyt://book/9f98f57a-e9a9-5f1b-b54c-0612551bf8f6,Paperback Business Books
6,7,0,0,0,0,1594484805,9781594484803,Riverhead,"A look at what truly motivates us, and how we can use that knowledge to work smarter and live better.",0.0,DRIVE,Daniel H Pink,by Daniel H. Pink,,https://storage.googleapis.com/du-prd/books/images/9781594484803.jpg,185,279,http://www.amazon.com/Drive-Surprising-Truth-About-Motivates/dp/1594484805?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1594488843', 'isbn13': '9781594488849'}, {'isbn10': '1594484805', 'isbn13': '9781594484803'}, {'isbn10': '0143145088', 'isbn13': '9780143145080'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/Drive-Surprising-Truth-About-Motivates/dp/1594484805?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781594484803?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781594484803'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FDRIVE%2FDaniel%2BH%2BPink%2F9781594484803'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781594484803'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781594484803?aff=NYT'}]",nyt://book/10f8d91d-e859-5b57-ba28-5f22652569e2,Paperback Business Books
7,8,0,0,0,0,0060731338,9780060731335,Harper Perennial,A maverick scholar and a journalist apply economic theory to everything from cheating sumo wrestlers to the falling crime rate.,0.0,FREAKONOMICS,Steven D Levitt and Stephen J Dubner,by Steven D. Levitt and Stephen J. Dubner,,https://storage.googleapis.com/du-prd/books/images/9780061234002.jpg,330,488,http://www.amazon.com/Freakonomics-Revised-Expanded-Economist-Everything/dp/0061234001?tag=NYTBSREV-20,,,,https://www.nytimes.com/2005/05/15/books/review/15HOLTL.html,,"[{'isbn10': '0060731338', 'isbn13': '9780060731335'}, {'isbn10': '0061792802', 'isbn13': '9780061792809'}, {'isbn10': '0061234001', 'isbn13': '9780061234002'}, {'isbn10': '0061238538', 'isbn13': '9780061238536'}, {'isbn10': '006073132X', 'isbn13': '9780060731328'}, {'isbn10': '0061992666', 'isbn13': '9780061992667'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/Freakonomics-Revised-Expanded-Economist-Everything/dp/0061234001?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780060731335?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780060731335'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FFREAKONOMICS%2FSteven%2BD%2BLevitt%2Band%2BStephen%2BJ%2BDubner%2F9780060731335'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780060731335'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780060731335?aff=NYT'}]",nyt://book/f6f9e39b-9bd9-50b4-98e4-992378b3e9e2,Paperback Business Books
8,9,0,0,0,0,0312430000,9780312430009,Picador,A simple way to manage complexity.,0.0,THE CHECKLIST MANIFESTO,Atul Gawande,by Atul Gawande,,https://storage.googleapis.com/du-prd/books/images/9780805091748.jpg,330,376,http://www.amazon.com/The-Checklist-Manifesto-Things-Right/dp/0312430000?tag=NYTBSREV-20,,https://www.nytimes.com/2009/12/24/books/24book.html,,https://www.nytimes.com/2010/01/24/books/review/Jauhar-t.html,,"[{'isbn10': '0312430000', 'isbn13': '9780312430009'}, {'isbn10': '0805091742', 'isbn13': '9780805091748'}, {'isbn10': '1427208980', 'isbn13': '9781427208989'}, {'isbn10': '1429953381', 'isbn13': '9781429953382'}, {'isbn10': '1846683149', 'isbn13': '9781846683145'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/The-Checklist-Manifesto-Things-Right/dp/0312430000?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780312430009?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780312430009'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BCHECKLIST%2BMANIFESTO%2FAtul%2BGawande%2F9780312430009'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780312430009'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780312430009?aff=NYT'}]",nyt://book/90dde88c-91a6-549f-83e1-b4ffc91e15c1,Paperback Business Books
9,10,0,0,0,0,0307719227,9780307719225,Crown Business,How political and economic institutions lead to economic success or failure.,0.0,WHY NATIONS FAIL,Daron Acemoglu and James A Robinson,by Daron Acemoglu and James A. Robinson,,https://storage.googleapis.com/du-prd/books/images/9780307719232.jpg,321,495,http://www.amazon.com/Why-Nations-Fail-Origins-Prosperity-ebook/dp/B0058Z4NR8?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0307719219', 'isbn13': '9780307719218'}, {'isbn10': '0307719235', 'isbn13': '9780307719232'}, {'isbn10': '0307719227', 'isbn13': '9780307719225'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/Why-Nations-Fail-Origins-Prosperity-ebook/dp/B0058Z4NR8?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780307719225?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780307719225'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FWHY%2BNATIONS%2BFAIL%2FDaron%2BAcemoglu%2Band%2BJames%2BA%2BRobinson%2F9780307719225'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780307719225'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780307719225?aff=NYT'}]",nyt://book/de8324c6-93ca-5427-867a-8a8ae2f15692,Paperback Business Books
0,1,0,0,0,0,1617750255,9781617750250,Akashic,A children's book parody for tired parents. Originally published in 2011.,0.0,GO THE -- TO SLEEP,Adam Mansbach,by Adam Mansbach. Illustrated by Ricardo Cortés,Illustrated by Ricardo Cortés  ,https://storage.googleapis.com/du-prd/books/images/9781617750250.jpg,330,251,http://www.amazon.com/Go-F-Sleep-Adam-Mansbach/dp/1617750255?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1617750255', 'isbn13': '9781617750250'}, {'isbn10': '145322761X', 'isbn13': '9781453227619'}, {'isbn10': '145584165X', 'isbn13': '9781455841653'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/Go-F-Sleep-Adam-Mansbach/dp/1617750255?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781617750250?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781617750250'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FGO%2BTHE%2B--%2BTO%2BSLEEP%2FAdam%2BMansbach%2F9781617750250'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781617750250'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781617750250?aff=NYT'}]",nyt://book/2a58b24d-b06f-5779-8d84-1a7aec66db37,Family
1,2,0,0,0,0,0761187480,9780761187486,Workman,Advice for parents-to-be. Originally published in 1984.,0.0,WHAT TO EXPECT WHEN YOU'RE EXPECTING,Heidi Murkoff and Sharon Mazel,by Heidi Murkoff and Sharon Mazel,,https://storage.googleapis.com/du-prd/books/images/9780761148579.jpg,330,495,http://www.amazon.com/What-Expect-Youre-Expecting-Edition/dp/0761148574?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0761148574', 'isbn13': '9780761148579'}, {'isbn10': '0761121323', 'isbn13': '9780761121329'}, {'isbn10': '076115079X', 'isbn13': '9780761150794'}, {'isbn10': '0761187480', 'isbn13': '9780761187486'}, {'isbn10': '0761193154', 'isbn13': '9780761193159'}, {'isbn10': '0606265805', 'isbn13': '9780606265805'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/What-Expect-Youre-Expecting-Edition/dp/0761148574?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780761187486?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780761187486'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FWHAT%2BTO%2BEXPECT%2BWHEN%2BYOU%2527RE%2BEXPECTING%2FHeidi%2BMurkoff%2Band%2BSharon%2BMazel%2F9780761187486'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780761187486'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780761187486?aff=NYT'}]",nyt://book/db9e2bb4-160d-5de4-97f9-cae5a68e2ce4,Family
2,3,0,0,0,0,1250075742,9781250075741,Flatiron,"After her husband confesses to multiple infidelities, a woman who has overcome bulimia and alcoholism struggles to grow — and so does he.",0.0,LOVE WARRIOR,Glennon Doyle Melton,by Glennon Doyle Melton,,https://storage.googleapis.com/du-prd/books/images/9781250075741.jpg,328,495,http://www.amazon.com/Love-Warrior-Glennon-Doyle-Melton-ebook/dp/B01BKMXKPI?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1250075726', 'isbn13': '9781250075727'}, {'isbn10': '1250128544', 'isbn13': '9781250128546'}, {'isbn10': '1250110157', 'isbn13': '9781250110152'}, {'isbn10': '1250075742', 'isbn13': '9781250075741'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/Love-Warrior-Glennon-Doyle-Melton-ebook/dp/B01BKMXKPI?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781250075741?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250075741'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FLOVE%2BWARRIOR%2FGlennon%2BDoyle%2BMelton%2F9781250075741'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781250075741'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781250075741?aff=NYT'}]",nyt://book/8fa387a6-13e7-5146-a083-8c3e3ed197f0,Family
3,4,0,0,0,0,1101984562,9781101984567,Dutton,"The sportscaster describes what it was like to forge his own career in the shadow of his beloved broadcasting father (who was also his best friend), Jack Buck.",0.0,LUCKY BASTARD,Joe Buck,by Joe Buck,,https://storage.googleapis.com/du-prd/books/images/9781101984567.jpg,328,495,https://www.amazon.com/Lucky-Bastard-Life-Things-Allowed/dp/1101984562?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1101984562', 'isbn13': '9781101984567'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Lucky-Bastard-Life-Things-Allowed/dp/1101984562?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781101984567?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781101984567'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FLUCKY%2BBASTARD%2FJoe%2BBuck%2F9781101984567'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781101984567'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781101984567?aff=NYT'}]",nyt://book/509e93f5-4831-5c49-867c-d230c9a84a48,Family
4,5,0,0,0,0,1452128308,9781452128306,Chronicle,Dad Darth tries to coax young Luke and Leia to sleep with a bedtime story.,0.0,GOODNIGHT DARTH VADER,Jeffrey Brown,by Jeffrey Brown,,https://storage.googleapis.com/du-prd/books/images/9781452128306.jpg,330,332,http://www.amazon.com/Goodnight-Darth-Vader-Jeffrey-Brown/dp/1452128308?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1452128308', 'isbn13': '9781452128306'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/Goodnight-Darth-Vader-Jeffrey-Brown/dp/1452128308?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781452128306?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781452128306'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FGOODNIGHT%2BDARTH%2BVADER%2FJeffrey%2BBrown%2F9781452128306'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781452128306'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781452128306?aff=NYT'}]",nyt://book/b3ab8edb-d6b4-5fc5-a8c9-704324f8fa55,Family
5,6,0,0,0,0,1455521159,9781455521159,Grand Central Life & Style,"A family guide to caring for people who have Alzheimer's disease, related dementias and memory loss.",0.0,THE 36-HOUR DAY,Nancy L Mace and Peter V Rabins,by Nancy L. Mace and Peter V. Rabins,,https://storage.googleapis.com/du-prd/books/images/9781455521159.jpg,276,495,https://www.amazon.com/36-Hour-Day-Alzheimer-Disease-Dementias/dp/1455521159?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1455521159', 'isbn13': '9781455521159'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/36-Hour-Day-Alzheimer-Disease-Dementias/dp/1455521159?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781455521159?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781455521159'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2B36-HOUR%2BDAY%2FNancy%2BL%2BMace%2Band%2BPeter%2BV%2BRabins%2F9781455521159'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781455521159'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781455521159?aff=NYT'}]",nyt://book/ae5b4fc1-54a7-5bb3-8166-2b95889f99f5,Family
6,7,0,0,0,0,145210655X,9781452106557,Chronicle,"In this comic reimagining, the Dark Lord of the Sith is just like any other dad.",0.0,DARTH VADER AND SON,Jeffrey Brown,by Jeffrey Brown,,https://storage.googleapis.com/du-prd/books/images/9781452106557.jpg,128,128,http://www.amazon.com/Darth-Vader-Son-Jeffrey-Brown/dp/145210655X?tag=NYTBSREV-20,,,,,,"[{'isbn10': '145210655X', 'isbn13': '9781452106557'}, {'isbn10': '1452138222', 'isbn13': '9781452138220'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/Darth-Vader-Son-Jeffrey-Brown/dp/145210655X?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781452106557?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781452106557'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FDARTH%2BVADER%2BAND%2BSON%2FJeffrey%2BBrown%2F9781452106557'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781452106557'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781452106557?aff=NYT'}]",nyt://book/008bf460-85a3-5662-a846-7b9ba3fd96b0,Family
